Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price
1,1,Centaur Courser,Magic 2015 Core Set,282,,,,,,,,,,$0.00
4,0,Chandra's Spitfire,Core Set 2020,132,,,,,,,,,,$0.00
1,0,Chemister's Insight,Guilds of Ravnica,32,,,,,,,,,,$0.00
1,0,Cliffside Rescuer,Commander 2019,1,,,,,,,,,,$0.00
2,0,Colossal Growth,Dominaria United,158,,,,,,,,,,$0.00
1,1,Conviction,Ultimate Masters,12,,,,,,,,,,$0.00
2,0,Crackling Drake,Commander 2019,190,,,,,,,,,,$0.00
2,2,Dazzling Reflection,Oath of the Gatewatch,17,,,,,,,,,,$0.00
1,0,Desert of the Fervent,Commander 2020,266,,,,,,,,,,$0.00
1,1,Dimir Locket,Guilds of Ravnica,234,,,,,,,,,,$0.00
1,0,Dirty Rat,"",,Near Mint,English,,,,,,,,$0.00
1,1,Disenchant,Core Set 2020,14,,,,,,,,,,$0.00
1,1,District Guide,Guilds of Ravnica,128,,,,,,,,,,$0.00
1,0,Dusk Mangler,Commander Legends: Battle for Baldur's Gate,751,,,,,,,,,,$0.00
1,1,Enhanced Surveillance,Guilds of Ravnica,40,,,,,,,,,,$0.00
1,1,Epicure of Blood,Core Set 2020,99,,,,,,,,,,$0.00
3,3,Evolving Wilds,Core Set 2020,246,,,,,,,,,,$0.00
2,2,Flicker of Fate,Theros Beyond Death,16,,,,,,,,,,$0.00
1,1,Footlight Fiend,Ravnica Allegiance,216,,,,,,,,,,$0.00
1,1,Forgotten Cave,Commander 2019,243,,,,,,,,,,$0.00
8,0,Frantic Inventory,Core Set 2021,50,,,,,,,,,,$0.00
2,2,Frilled Mystic,Ravnica Allegiance,174,,,,,,,,,,$0.00
2,0,Furious Bellow,Dominaria United,126,,,,,,,,,,$0.00
2,0,Gaea's Might,Dominaria United,164,,,,,,,,,,$0.00
2,0,Garruk's Warsteed,Core Set 2021,337,,,,,,,,,,$0.00
1,0,Ghitu Amplifier,Dominaria United,127,,,,,,,,,,$0.00
2,2,Glass Casket,Throne of Eldraine,15,,,,,,,,,,$0.00
2,0,Go-Shintai of Hidden Cruelty,Kamigawa: Neon Dynasty,97,,,,,,,,,,$0.00
3,3,Guild Globe,War of the Spark,239,,,,,,,,,,$0.00
3,3,Haazda Marshal,Guilds of Ravnica,13,,,,,,,,,,$0.00
1,0,"Half-Squirrel, Half-","",,Near Mint,English,,,,,,,,$0.00
1,0,Hammerhand,Dominaria United,129,,,,,,,,,,$0.00
2,2,Herald of Faith,Core Set 2019,13,,,,,,,,,,$0.00
1,0,Heroic Charge,Dominaria United,20,,,,,,,,,,$0.00
6,0,Historian of Zhalfir,Core Set 2021,325,,,,,,,,,,$0.00
1,0,Hour of Glory,Hour of Devastation,65,,,,,,,,,,$0.00
1,1,Hunted Witness,Guilds of Ravnica,15,,,,,,,,,,$0.00
1,1,Iceberg Cancrix,Modern Horizons,54,,,,,,,,,,$0.00
1,1,Icy Manipulator,Dominaria,219,,,,,,,,,,$0.00
1,1,Ill-Gotten Inheritance,Ravnica Allegiance,77,,,,,,,,,,$0.00
1,0,Imaginary Threats,Hour of Devastation,37,,,,,,,,,,$0.00
4,4,Improbable Alliance,Throne of Eldraine,193,,,,,,,,,,$0.00
3,3,Inquisitive Puppet,Throne of Eldraine,223,,,,,,,,,,$0.00
1,1,Interplanar Beacon,War of the Spark,247,,,,,,,,,,$0.00
1,0,Join Forces,Dominaria United,21,,,,,,,,,,$0.00
2,2,Jungle Hollow,Core Set 2020,248,,,,,,,,,,$0.00
1,1,Jungleborn Pioneer,Rivals of Ixalan,137,,,,,,,,,,$0.00
3,3,Karametra's Blessing,Theros Beyond Death,26,,,,,,,,,,$0.00
1,0,Knight of the Hokey Pokey,Unsanctioned,8,Near Mint,English,,,,,,,,$0.00
1,1,Manalith,Core Set 2019,239,,,,,,,,,,$0.00
1,1,Meteor Golem,Commander 2019,218,,,,,,,,,,$0.00
2,0,Meteorite,Dominaria United,235,,,,,,,,,,$0.00
1,1,Mother Bear,Modern Horizons,171,,,,,,,,,,$0.00
1,1,Natural Obsolescence,Aether Revolt,118,,,,,,,,,,$0.00
1,0,Negate,Magic Origins,65,,,,,,,,,,$0.00
2,2,Nissa's Triumph,War of the Spark,170,,,,,,,,,,$0.00
1,1,Omen of the Dead,Theros Beyond Death,110,,,,,,,,,,$0.00
1,1,Oona's Grace,Commander 2019,91,,,,,,,,,,$0.00
6,0,Opt,Core Set 2021,59,,,,,,,,,,$0.00
1,0,Ordinary Pony,"",,Near Mint,English,,,,,,,,$0.00
3,3,Pendulum of Patterns,Core Set 2019,288,,,,,,,,,,$0.00
1,0,Phyrexian Espionage,Dominaria United,60,,,,,,,,,,$0.00
1,0,Phyrexian Vivisector,Dominaria United,100,,,,,,,,,,$0.00
1,1,Pitiless Pontiff,Ravnica Allegiance,194,,,,,,,,,,$0.00
1,0,Plague Spitter,Commander Legends: Battle for Baldur's Gate,767,,,,,,,,,,$0.00
1,1,Qarsi Sadist,Dragons of Tarkir,113,,,,,,,,,,$0.00
1,0,"Raff Capashen, Ship's Mage",Kamigawa: Neon Dynasty Commander,141,,,,,,,,,,$0.00
1,1,Rally for the Throne,Throne of Eldraine,25,,,,,,,,,,$0.00
1,1,Redcap Raiders,Throne of Eldraine,136,,,foil,,,,,,,$0.00
1,0,"Renari, Merchant of Marvels",Commander Legends: Battle for Baldur's Gate,90,,,,,,,,,,$0.00
2,2,Return to Nature,War of the Spark,175,,,,,,,,,,$0.00
1,1,Righteousness,Throne of Eldraine,27,,,,,,,,,,$0.00
1,0,River Hoopoe,Hour of Devastation,143,,,,,,,,,,$0.00
1,1,"Rix Maadi, Dungeon Palace",Commander 2019,269,,,,,,,,,,$0.00
1,0,Rug of Smothering,Commander Legends: Battle for Baldur's Gate,336,,,,,,,,,,$0.00
2,2,Ruin Rat,Hour of Devastation,75,,,,,,,,,,$0.00
1,1,Salvager of Ruin,Core Set 2020,237,,,,,,,,,,$0.00
1,1,Saproling Migration,Dominaria,178,,,,,,,,,,$0.00
1,1,Savage Swipe,Modern Horizons,178,,,,,,,,,,$0.00
1,1,Savvy Hunter,Throne of Eldraine,200,,,,,,,,,,$0.00
2,2,Sentinel's Eyes,Theros Beyond Death,36,,,,,,,,,,$0.00
1,0,Sheoldred's Restoration,Dominaria United,108,,,,,,,,,,$0.00
2,2,Shepherd of the Flock // Usher to Safety,Throne of Eldraine,28,,,,,,,,,,$0.00
1,0,Shield-Wall Sentinel,Dominaria United,238,,,,,,,,,,$0.00
1,0,Silver Myr,Kamigawa: Neon Dynasty Commander,158,,,,,,,,,,$0.00
1,0,Skull Saucer,"",,Near Mint,English,,,,,,,,$0.00
3,2,Skyscanner,Core Set 2019,245,,,,,,,,,,$0.00
1,0,Slaying Mantis,"",,Near Mint,English,,,,,,,,$0.00
1,0,Snarespinner,Dominaria United,179,,,,,,,,,,$0.00
1,1,Soaring Thought-Thief,Zendikar Rising,236,,,,,,,,,,$0.00
2,2,Sovereign's Bite,Core Set 2019,120,,,,,,,,,,$0.00
2,2,Spell Shrivel,Battle for Zendikar,66,,,,,,,,,,$0.00
5,3,Stern Dismissal,Theros Beyond Death,68,,,,,,,,,,$0.00
1,1,Sunblade Angel,War of the Spark,31,,,,,,,,,,$0.00
1,1,Sunder Shaman,Ravnica Allegiance,210,,,,,,,,,,$0.00
1,0,Sunrise Cavalier,Innistrad: Midnight Hunt,244,,,,,,,,,,$0.00
1,0,Take Up the Shield,Dominaria United,35,,,,,,,,,,$0.00
2,2,The Binding of the Titans,Theros Beyond Death,166,,,,,,,,,,$0.00
2,0,The Weatherseed Treaty,Dominaria United,188,,,,,,,,,,$0.00
1,1,Think Twice,Commander 2019,99,,,,,,,,,,$0.00
1,1,Thirst for Knowledge,Commander 2018,106,,,,,,,,,,$0.00
1,1,Thought Distortion,Core Set 2020,117,,,,,,,,,,$0.00
1,1,Thunderous Snapper,Throne of Eldraine,215,,,,,,,,,,$0.00
1,0,Tidepool Turtle,Dominaria United,69,,,,,,,,,,$0.00
1,0,Topsy Turvy,Unsanctioned,29,Near Mint,English,,,,,,,,$0.00
1,1,"Tymaret, Chosen from Death",Theros Beyond Death,119,,,,,,,,,,$0.00
2,2,Unholy Indenture,Core Set 2020,119,,,,,,,,,,$0.00
1,1,Unnatural Aggression,Battle for Zendikar,168,,,,,,,,,,$0.00
1,1,Unsummon,Conflux,37,,,,,,,,,,$0.00
1,1,Violent Eruption,Commander 2019,154,,,,,,,,,,$0.00
1,1,Vivien's Grizzly,War of the Spark,182,,,,,,,,,,$0.00
2,2,Walking Corpse,Magic 2015 Core Set,278,,,,,,,,,,$0.00
1,0,Wall of Fortune,"",,Near Mint,English,,,,,,,,$0.00
1,1,Warden of Evos Isle,Eternal Masters,76,,,,,,,,,,$0.00
1,1,Welder Automaton,Game Night,58,,,,,,,,,,$0.00
1,0,Witch's Cauldron,Core Set 2021,129,,,,,,,,,,$0.00
1,1,Zombie Infestation,Commander 2019,132,,,,,,,,,,$0.00
1,0,Altar of the Pantheon,Theros Beyond Death,231,,,,,,,,,,$0.00
1,0,Ambuscade,Hour of Devastation,110,,,,,,,,,,$0.00
1,0,Argivian Cavalier,Dominaria United,4,,,,,,,,,,$0.00
1,0,Augmenting Automaton,Aether Revolt,143,,,,,,,,,,$0.00
4,1,Banehound,War of the Spark,77,,,,,,,,,,$0.00
1,1,Blossoming Sands,Eternal Masters,237,,,,,,,,,,$0.00
1,0,Boon of Safety,Streets of New Capenna,4,,,,,,,,,,$0.00
2,0,Boros Locket,Guilds of Ravnica,231,,,,,,,,,,$0.00
1,1,Caravan Escort,Duel Decks: Zendikar vs. Eldrazi,3,,,,,,,,,,$0.00
1,1,Chandra's Triumph,War of the Spark,121,,,,,,,,,,$0.00
3,0,Coalition Warbrute,Dominaria United,118,,,,,,,,,,$0.00
2,1,Courage in Crisis,War of the Spark,158,,,,,,,,,,$0.00
4,0,Deathbloom Thallid,Core Set 2021,94,,,,,,,,,,$0.00
1,1,Defiant Strike,Khans of Tarkir,7,,,,,,,,,,$0.00
1,1,Demonic Vigor,Dominaria,85,,,,,,,,,,$0.00
1,0,Dimir Keyrune,Commander Legends: Battle for Baldur's Gate,856,,,,,,,,,,$0.00
1,1,Diregraf Ghoul,Core Set 2019,92,,,,,,,,,,$0.00
1,1,Doomed Dissenter,Core Set 2019,93,,,,,,,,,,$0.00
2,0,Eerie Soultender,Dominaria United,92,,,,,,,,,,$0.00
1,0,Elfhame Wurm,Dominaria United,161,,,,,,,,,,$0.00
1,1,Escape Velocity,Theros Beyond Death,132,,,,,,,,,,$0.00
2,2,Evolving Wilds,Commander 2019,241,,,,,,,,,,$0.00
1,0,Evolving Wilds,Commander Legends: Battle for Baldur's Gate,352,,,,,,,,,,$0.00
2,2,Exclusion Mage,Core Set 2019,55,,,,,,,,,,$0.00
1,0,Festival Crasher,Innistrad: Midnight Hunt,140,,,,,,,,,,$0.00
1,0,Flaming Fist,Commander Legends: Battle for Baldur's Gate,474,,,foil,,,,,,,$0.00
3,3,Flaxen Intruder // Welcome Home,Throne of Eldraine,155,,,,,,,,,,$0.00
1,0,Flowstone Infusion,Dominaria United,124,,,,,,,,,,$0.00
1,1,Fortuitous Find,Kaladesh,81,,,,,,,,,,$0.00
2,2,Foulmire Knight // Profane Insight,Throne of Eldraine,90,,,,,,,,,,$0.00
1,0,Frostfist Strider,Dominaria United,51,,,,,,,,,,$0.00
2,0,Giant Ankheg,Commander Legends: Battle for Baldur's Gate,233,,,,,,,,,,$0.00
3,3,Glint,Dragons of Tarkir,55,,,,,,,,,,$0.00
1,0,Gloomshrieker,Kamigawa: Neon Dynasty,219,,,,,,,,,,$0.00
4,0,Go-Shintai of Boundless Vigor,Kamigawa: Neon Dynasty,187,,,,,,,,,,$0.00
4,4,Goblin Gathering,Ravnica Allegiance,104,,,,,,,,,,$0.00
1,1,Golgari Raiders,Guilds of Ravnica,130,,,,,,,,,,$0.00
1,1,Grave Scrabbler,Commander 2019,117,,,,,,,,,,$0.00
1,1,Heart-Piercer Bow,Khans of Tarkir,221,,,,,,,,,,$0.00
1,1,Heartwarming Redemption,War of the Spark,199,,,,,,,,,,$0.00
1,0,High-Speed Hoverbike,Kamigawa: Neon Dynasty,247,,,,,,,,,,$0.00
1,0,Hound Tamer // Untamed Pup,Innistrad: Midnight Hunt,187,Near Mint,English,,,,,,,,$0.00
2,0,Jeskai Elder,Duel Decks: Speed vs. Cunning,46,,,,,,,,,,$0.00
2,0,Jeskai Elder,Khans of Tarkir,43,,,,,,,,,,$0.00
2,2,Jungle Hollow,Eternal Masters,239,,,,,,,,,,$0.00
2,2,Lampad of Death's Vigil,Theros Beyond Death,103,,,,,,,,,,$0.00
1,0,Llanowar Stalker,Dominaria United,171,,,,,,,,,,$0.00
1,1,Luxa River Shrine,Amonkhet,232,,,,,,,,,,$0.00
1,1,Memorial to Glory,Dominaria,244,,,,,,,,,,$0.00
1,1,Militia Bugler,Core Set 2019,29,,,,,,,,,,$0.00
1,0,Moonsnare Prototype,Kamigawa: Neon Dynasty,69,,Japanese,,,,,,,,$0.00
1,0,Mother Kangaroo,"",,Near Mint,English,,,,,,,,$0.00
1,1,Murder,Core Set 2019,110,,,,,,,,,,$0.00
1,1,Murderous Compulsion,Commander 2019,122,,,,,,,,,,$0.00
1,0,Negate,Dominaria United,58,,,,,,,,,,$0.00
1,0,Nihilith,Commander Legends: Battle for Baldur's Gate,765,,,,,,,,,,$0.00
5,5,Opt,Throne of Eldraine,59,,,,,,,,,,$0.00
1,1,Overgrown Armasaur,Rivals of Ixalan,141,,,,,,,,,,$0.00
2,0,Phyrexian Rager,Commander Legends: Battle for Baldur's Gate,766,,,,,,,,,,$0.00
1,0,Phyrexian Warhorse,Dominaria United,101,,,,,,,,,,$0.00
1,0,Port of Karfell,Commander Legends: Battle for Baldur's Gate,908,,,,,,,,,,$0.00
1,0,Prized Statue,Commander Legends: Battle for Baldur's Gate,334,,,,,,,,,,$0.00
1,0,Prizefight,Streets of New Capenna,154,,,,,,,,,,$0.00
2,2,Radical Idea,Guilds of Ravnica,52,,,,,,,,,,$0.00
2,2,Rampaging Hippo,Hour of Devastation,128,,,,,,,,,,$0.00
1,0,Ranger's Guile,Core Set 2021,199,,,,,,,,,,$0.00
1,1,Refuse // Cooperate,Commander 2019,199,,,,,,,,,,$0.00
3,3,Riddlemaster Sphinx,Core Set 2019,287,,,,,,,,,,$0.00
1,0,Riddlesmith,Kamigawa: Neon Dynasty Commander,96,,,,,,,,,,$0.00
3,3,Rowan's Battleguard,Throne of Eldraine,306,,,,,,,,,,$0.00
1,1,Sage of Lat-Nam,Dominaria,64,,,,,,,,,,$0.00
2,0,Scout the Wilderness,Dominaria United,176,,,,,,,,,,$0.00
1,1,Selesnya Locket,Guilds of Ravnica,240,,,,,,,,,,$0.00
1,0,Shambling Suit,Throne of Eldraine,230,Near Mint,English,,,,,,,,$0.00
3,0,Sigiled Contender,Core Set 2021,323,,,,,,,,,,$0.00
2,2,Sinister Sabotage,Guilds of Ravnica,54,,,,,,,,,,$0.00
1,0,Spellweaver Eternal,Hour of Devastation,46,,,,,,,,,,$0.00
1,1,Sporecap Spider,Throne of Eldraine,176,,,foil,,,,,,,$0.00
1,1,Sun-Crowned Hunters,Ixalan,164,,,,,,,,,,$0.00
1,0,Surgehacker Mech,Kamigawa: Neon Dynasty,260,,,,,,,,,,$0.00
1,1,Swiftwater Cliffs,Commander 2019,279,,,,,,,,,,$0.00
2,2,"Syr Alin, the Lion's Claw",Throne of Eldraine,32,,,,,,,,,,$0.00
3,1,Take Vengeance,Game Night 2019,13,,,,,,,,,,$0.00
2,0,Talas Lookout,Dominaria United,68,,,,,,,,,,$0.00
1,1,Tamiyo's Epiphany,War of the Spark,71,,,,,,,,,,$0.00
1,1,Thornwood Falls,Eternal Masters,246,,,,,,,,,,$0.00
3,3,Thornwood Falls,Throne of Eldraine,313,,,,,,,,,,$0.00
1,1,Tin Street Dodger,Ravnica Allegiance,120,,,,,,,,,,$0.00
1,1,Tranquil Cove,Commander 2018,288,,,,,,,,,,$0.00
1,1,Tranquil Cove,Commander 2019,284,,,,,,,,,,$0.00
7,7,Trapped in the Tower,Throne of Eldraine,33,,,,,,,,,,$0.00
1,1,Treefolk Umbra,Modern Horizons,185,,,,,,,,,,$0.00
1,0,Tribute to Urborg,Dominaria United,113,,,,,,,,,,$0.00
1,1,Trollbred Guardian,Ravnica Allegiance,148,,,,,,,,,,$0.00
1,1,Vampire Neonate,Core Set 2019,124,,,,,,,,,,$0.00
1,1,Venomous Changeling,Modern Horizons,114,,,,,,,,,,$0.00
1,0,Viashino Branchrider,Dominaria United,150,,,,,,,,,,$0.00
1,0,Voda Sea Scavenger,Dominaria United,74,,,,,,,,,,$0.00
4,4,Witching Well,Throne of Eldraine,74,,,,,,,,,,$0.00
1,0,Young Blue Dragon // Sand Augury,Commander Legends: Battle for Baldur's Gate,106,,,,,,,,,,$0.00
2,0,Anchor to Reality,Kamigawa: Neon Dynasty,45,,,,,,,,,,$0.00
1,0,Arms of Hadar,Commander Legends: Battle for Baldur's Gate,113,,,,,,,,,,$0.00
1,0,Azorius Guildgate,Ravnica Allegiance,243,,,,,,,,,,$0.00
1,0,Beacon Bolt,Guilds of Ravnica,154,,,,,,,,,,$0.00
2,0,Bite Down,Dominaria United,155,,,,,,,,,,$0.00
1,0,Bloodfell Caves,Kamigawa: Neon Dynasty,264,,,,,,,,,,$0.00
3,1,Blossoming Sands,Core Set 2020,243,,,,,,,,,,$0.00
1,0,Bog Badger,Dominaria United,156,,,,,,,,,,$0.00
1,0,Boggart Brute,Duel Decks: Merfolk vs. Goblins,34,,,,,,,,,,$0.00
3,3,Bramblefort Fink,Throne of Eldraine,311,,,,,,,,,,$0.00
4,0,Brineborn Cutthroat,Core Set 2020,50,,,,,,,,,,$0.00
2,0,Broken Wings,Dominaria United,157,,,,,,,,,,$0.00
2,0,Charismatic Vanguard,Dominaria United,10,,,,,,,,,,$0.00
3,1,Charmed Stray,War of the Spark,8,,,,,,,,,,$0.00
2,0,Citizen's Arrest,Dominaria United,11,,,,,,,,,,$0.00
1,0,Cloakwood Hermit,Commander Legends: Battle for Baldur's Gate,221,,,,,,,,,,$0.00
1,1,Commanding Presence,Theros Beyond Death,7,,,,,,,,,,$0.00
1,0,Common Iguana,"",,Near Mint,English,,,,,,,,$0.00
3,3,Cry of the Carnarium,Ravnica Allegiance,70,,,,,,,,,,$0.00
1,0,Dark Hatchling,Commander Legends: Battle for Baldur's Gate,747,,,,,,,,,,$0.00
1,1,Dark Withering,Commander 2019,110,,,,,,,,,,$0.00
1,0,Defiant Strike,Core Set 2021,15,,,,,,,,,,$0.00
1,0,Destroy Evil,Dominaria United,17,,,,,,,,,,$0.00
1,1,Diligent Excavator,Dominaria,51,,,,,,,,,,$0.00
2,2,Dimir Guildgate,Guilds of Ravnica,245,,,,,,,,,,$0.00
1,0,Disdainful Stroke,Kaldheim,54,,,,,,,,,,$0.00
1,1,Djeru's Resolve,Amonkhet,11,,,,,,,,,,$0.00
2,2,Druid of the Cowl,Core Set 2019,177,,,,,,,,,,$0.00
1,0,Duress,Magic 2014 Core Set,97,,,,,,,,,,$0.00
3,3,Eidolon of Inspiration,Theros Beyond Death,271,,,,,,,,,,$0.00
2,2,Elspeth's Devotee,Theros Beyond Death,272,,,,,,,,,,$0.00
1,0,Elvish Warrior,"Duel Decks Anthology, Elves vs. Goblins",5,Near Mint,English,,,,,,,,$0.00
1,0,Fang Dragon // Forktail Sweep,Commander Legends: Battle for Baldur's Gate,173,,,,,,,,,,$0.00
4,4,Foreboding Fruit,Throne of Eldraine,88,,,,,,,,,,$0.00
2,2,Foundry Assembler,Aether Revolt,151,,,,,,,,,,$0.00
2,2,Gingerbread Cabin,Throne of Eldraine,245,,,,,,,,,,$0.00
1,0,GO TO JAIL,"",,Near Mint,English,,,,,,,,$0.00
3,0,Go-Shintai of Ancient Wars,Kamigawa: Neon Dynasty,144,,,,,,,,,,$0.00
1,0,Go-Shintai of Lost Wisdom,Kamigawa: Neon Dynasty,55,,,,,,,,,,$0.00
1,0,Goblin Picker,Dominaria United,128,,,,,,,,,,$0.00
1,1,Golgari Findbroker,Guilds of Ravnica,175,,,,,,,,,,$0.00
2,0,Gravelighter,Kamigawa: Neon Dynasty,98,,,,,,,,,,$0.00
1,0,Greatsword of Tyr,Commander Legends: Battle for Baldur's Gate,22,,,,,,,,,,$0.00
1,0,Hexbane Tortoise,Dominaria United,166,,,,,,,,,,$0.00
1,0,Humming-,"",,Near Mint,English,,,,,,,,$0.00
4,4,Idyllic Grange,Throne of Eldraine,246,,,,,,,,,,$0.00
8,8,Inspiring Veteran,Throne of Eldraine,194,,,,,,,,,,$0.00
1,1,Joust,Throne of Eldraine,129,,,foil,,,,,,,$0.00
1,1,Live Fast,Kaladesh,87,,,,,,,,,,$0.00
1,0,Lorescale Coatl,Core Set 2021,221,,,,,,,,,,$0.00
1,1,Mesa Unicorn,Dominaria,27,,,,,,,,,,$0.00
1,1,Meteor Golem,Core Set 2020,232,,,,,,,,,,$0.00
1,0,"Oji, the Exquisite Blade",Commander Legends: Battle for Baldur's Gate,290,,,,,,,,,,$0.00
1,1,Omen of the Hunt,Theros Beyond Death,192,,,,,,,,,,$0.00
1,0,Owlbear Shepherd,Commander Legends: Battle for Baldur's Gate,247,,,,,,,,,,$0.00
1,0,Painiac,"",,Near Mint,English,,,,,,,,$0.00
12,0,Plains,War of the Spark,250,Near Mint,English,,,,,,,,$0.00
4,0,Pridemalkin,Core Set 2021,196,,,,,,,,,,$0.00
1,0,Prophetic Ravings,Eldritch Moon,139,,,,,,,,,,$0.00
1,0,Prosperous Thief,Kamigawa: Neon Dynasty,336,,,,,,,,,,$0.00
2,0,Rain of Revelation,Modern Horizons,65,,,,,,,,,,$0.00
2,1,Ranger's Guile,Magic 2015 Core Set,193,,,,,,,,,,$0.00
2,2,Ravenous Daggertooth,Ixalan,202,,,,,,,,,,$0.00
1,0,"Renari, Merchant of Marvels",Commander Legends: Battle for Baldur's Gate,386,,,,,,,,,,$0.00
1,1,Revealing Wind,Dragons of Tarkir,197,,,,,,,,,,$0.00
2,2,Riptide Turtle,Theros Beyond Death,61,,,,,,,,,,$0.00
2,2,Rowan's Stalwarts,Throne of Eldraine,307,,,,,,,,,,$0.00
4,4,Rugged Highlands,Core Set 2020,250,,,,,,,,,,$0.00
1,1,Sheer Drop,Battle for Zendikar,48,,,,,,,,,,$0.00
2,2,Shinechaser,Throne of Eldraine,201,,,,,,,,,,$0.00
4,0,Shipwreck Dowser,Core Set 2021,71,,,,,,,,,,$0.00
1,0,Skullwinder,Commander Legends: Battle for Baldur's Gate,256,,,,,,,,,,$0.00
1,0,Skyway Sniper,Core Set 2021,206,,,,,,,,,,$0.00
2,2,Soulstinger,Amonkhet,108,,,,,,,,,,$0.00
1,0,Splatter Goblin,Dominaria United,109,,,,,,,,,,$0.00
1,1,Stinging Lionfish,Theros Beyond Death,69,,,,,,,,,,$0.00
2,0,Sunbathing Rootwalla,Dominaria United,181,,,,,,,,,,$0.00
1,1,Supernatural Stamina,Masters 25,109,,,,,,,,,,$0.00
1,1,Supply Caravan,Amonkhet,30,,,,,,,,,,$0.00
4,4,Swiftwater Cliffs,Core Set 2020,252,,,,,,,,,,$0.00
3,3,"Syr Elenora, the Discerning",Throne of Eldraine,67,,,,,,,,,,$0.00
1,1,Thornwood Falls,Khans of Tarkir,244,,,,,,,,,,$0.00
3,3,Thornwood Falls,Core Set 2020,258,,,,,,,,,,$0.00
1,0,Thornwood Falls,Kamigawa: Neon Dynasty,279,,,,,,,,,,$0.00
4,4,Thrash of Raptors,Ixalan,168,,,,,,,,,,$0.00
4,3,Tranquil Cove,Core Set 2020,259,,,,,,,,,,$0.00
1,1,Underworld Rage-Hound,Theros Beyond Death,163,,,,,,,,,,$0.00
2,2,Unknown Shores,Ixalan,259,,,,,,,,,,$0.00
2,1,Unsummon,Hour of Devastation,54,,,,,,,,,,$0.00
6,6,Unsummon,Core Set 2020,78,,,,,,,,,,$0.00
1,0,Vedalken Engineer,Kamigawa: Neon Dynasty Commander,100,,,,,,,,,,$0.00
1,0,"Wilson, Refined Grizzly",Commander Legends: Battle for Baldur's Gate,261,,,,,,,,,,$0.00
2,2,Wind-Scarred Crag,Commander 2019,285,,,,,,,,,,$0.00
5,5,Wind-Scarred Crag,Core Set 2020,260,,,,,,,,,,$0.00
2,2,Wind-Scarred Crag,Throne of Eldraine,308,,,,,,,,,,$0.00
2,2,Wings of Hubris,Theros Beyond Death,241,,,,,,,,,,$0.00
2,2,Wintermoor Commander,Throne of Eldraine,205,,,,,,,,,,$0.00
2,0,Writhing Necromass,Dominaria United,115,,,,,,,,,,$0.00
1,1,Zhur-Taa Goblin,Ravnica Allegiance,215,,,,,,,,,,$0.00
4,0,Adherent of Hope,Core Set 2021,321,,,,,,,,,,$0.00
2,0,Aether Inspector,Aether Revolt,3,,,,,,,,,,$0.00
4,0,"Alirios, Enraptured",Theros Beyond Death,42,,,,,,,,,,$0.00
1,0,Ambition's Cost,Commander Legends: Battle for Baldur's Gate,110,,,,,,,,,,$0.00
1,0,Ambitious Farmhand // Seasoned Cathar,Innistrad: Midnight Hunt,2,Near Mint,English,,,,,,,,$0.00
5,0,Anticipate,Dragons of Tarkir,45,,,,,,,,,,$0.00
3,0,Arcanist's Owl,Throne of Eldraine,206,,,,,,,,,,$0.00
1,0,Argivian Phalanx,Dominaria United,5,,,,,,,,,,$0.00
1,0,Assassin's Ink,Kamigawa: Neon Dynasty,87,,,,,,,,,,$0.00
2,0,Axebane Beast,Ravnica Allegiance,121,,,,,,,,,,$0.00
2,0,Azorius Locket,Ravnica Allegiance,231,,,,,,,,,,$0.00
6,5,Bake into a Pie,Throne of Eldraine,76,,,,,,,,,,$0.00
4,4,Barge In,Throne of Eldraine,112,,,,,,,,,,$0.00
1,0,Barrier of Bones,Guilds of Ravnica,61,,,,,,,,,,$0.00
3,1,Bartizan Bats,Guilds of Ravnica,62,,,,,,,,,,$0.00
2,0,Bastion Inventor,Aether Revolt,30,,,,,,,,,,$0.00
1,0,Battle-Rage Blessing,Dominaria United,80,,,,,,,,,,$0.00
2,0,Benefaction of Rhonas,Amonkhet,156,,,,,,,,,,$0.00
1,1,Blood Aspirant,Theros Beyond Death,128,,,,,,,,,,$0.00
2,0,Bloodlust Inciter,Amonkhet,120,,,,,,,,,,$0.00
2,0,Bloom Hulk,War of the Spark,154,,,,,,,,,,$0.00
2,0,Bond of Flourishing,War of the Spark,155,,,,,,,,,,$0.00
1,0,Bone Splinters,Core Set 2020,92,,,,,,,,,,$0.00
1,0,Boots of Speed,Adventures in the Forgotten Realms,133,,,,,,,,,,$0.00
1,0,Borderland Ranger,Explorers of Ixalan,31,,,,,,,,,,$0.00
4,1,Callous Dismissal,War of the Spark,44,,,,,,,,,,$0.00
4,0,Cancel,Amonkhet,44,,,,,,,,,,$0.00
1,1,Canopy Spider,Tenth Edition,254,,,,,,,,,,$0.00
1,0,Captivating Gyre,Core Set 2020,51,,,,,,,,,,$0.00
2,0,Cartouche of Zeal,Amonkhet,124,,,,,,,,,,$0.00
3,0,Chandra's Embercat,Core Set 2020,129,,,,,,,,,,$0.00
2,0,Clamor Shaman,Ravnica Allegiance,96,,,,,,,,,,$0.00
1,0,Clan Guildmage,Ravnica Allegiance,162,,,,,,,,,,$0.00
3,0,Colossal Dreadmaw,Core Set 2019,172,,,,,,,,,,$0.00
1,0,Colossal Plow,Kamigawa: Neon Dynasty Commander,148,,,,,,,,,,$0.00
